Deal ID,Deal Name,Deal Stage,Pipeline,Amount,Close Date,Create Date,Deal Owner,Deal Type,Closed Lost Reason,Associated Company Domain,Associated Contact Email
DEAL-2ca119e7-75aa-4bbb-82ef-8a2abb386c9c,"Huffman, Brock and Leonard - Existing Business Opportunity",Appointment Scheduled,Renewals Pipeline,190280.96,2025-10-04,2025-02-08,pam.beesly@example.com,Existing Business,,smith-robinson.com,cortezbryan@example.com
DEAL-db0f8b4b-fa85-4c19-acb3-61a2a73fb60a,Terrell-Bernard - New Business Opportunity,Closed Lost,Sales Pipeline,128690.03,2025-02-06,2024-11-01,jim.halpert@example.com,Existing Business,Product Fit,zuniga.biz,robinsonamanda@example.com
DEAL-868cea7d-6597-4d7b-b353-5c89576c3ce1,"Williams, Miller and Greene - Existing Business Opportunity",Closed Won,Renewals Pipeline,78149.15,2025-05-01,2025-04-22,angela.martin@example.com,Existing Business,,evans-brown.info,zwalker@example.org
DEAL-ddf83c14-da2d-445a-9033-41faeff8f7a9,Thomas-Parker - Existing Business Opportunity,Presentation Scheduled,Renewals Pipeline,215545.28,2025-10-08,2023-02-03,dwight.schrute@example.com,Existing Business,,hernandez.com,weissanthony@example.com
DEAL-f81ca98d-b632-41b5-ae97-f1f4569dc578,"Simmons, Williams and Ortiz - Existing Business Opportunity",Contract Sent,Sales Pipeline,12138.41,2025-09-29,2023-09-23,michael.scott@example.com,Existing Business,,golden.info,kelly98@example.org
DEAL-b7526524-f35a-4703-8b17-4b23cafc5055,"Thompson, Gordon and Moore - New Business Opportunity",Contract Sent,Renewals Pipeline,157190.7,2025-07-12,2024-01-23,pam.beesly@example.com,Existing Business,,giles.com,pereztodd@example.org
DEAL-92d05557-7259-4f47-a5c6-aba890103210,"Castro, Patterson and Green - New Business Opportunity",Contract Sent,Renewals Pipeline,198027.03,2025-06-01,2023-02-22,jim.halpert@example.com,Existing Business,,english.com,jessicareyes@example.org
DEAL-b49f9a29-78ac-4083-94ed-edd5927d8ec4,"Bailey, Walters and Lewis - New Business Opportunity",Contract Sent,Renewals Pipeline,62030.4,2025-06-29,2023-10-20,angela.martin@example.com,Existing Business,,barker.com,rodriguezvanessa@example.org
DEAL-a4e47edc-7061-4c11-97c3-2effba02a79f,"Trujillo, Alvarez and Scott - New Business Opportunity",Closed Lost,Renewals Pipeline,65854.74,2024-11-22,2024-08-16,dwight.schrute@example.com,Existing Business,Lost Interest,moore.net,grantsmith@example.net
DEAL-b6ae87db-1932-4792-acad-8dae3019d788,Grant and Sons - Existing Business Opportunity,Decision Maker Bought-In,Sales Pipeline,121674.54,2025-10-09,2023-12-25,michael.scott@example.com,Existing Business,,smith-martin.com,joseph52@example.com
DEAL-04b87ddd-4741-46e2-8fd7-513d9f11dd98,"Cook, Molina and Gray - New Business Opportunity",Qualified to Buy,Renewals Pipeline,209776.67,2025-10-07,2023-07-07,pam.beesly@example.com,Existing Business,,perry-pearson.com,jacqueline36@example.com
DEAL-60f41b43-84c8-4d65-96b4-303df33cbbb7,"Watkins, Jones and Snyder - Existing Business Opportunity",Decision Maker Bought-In,Renewals Pipeline,108037.19,2025-07-06,2025-01-31,jim.halpert@example.com,New Business,,garcia-brown.com,rknight@example.com
DEAL-956cfb22-7946-486e-bdd4-e23c1e2bd303,"Schultz, Kennedy and Wong - New Business Opportunity",Appointment Scheduled,Sales Pipeline,166654.38,2025-06-01,2024-01-04,angela.martin@example.com,Existing Business,,watson.net,paulgomez@example.net
DEAL-e87a24e1-16b9-466a-99e9-5e291424af60,Morales-Clark - New Business Opportunity,Closed Lost,Renewals Pipeline,95385.29,2025-04-02,2023-11-21,dwight.schrute@example.com,New Business,Competitor,griffin-cobb.com,frankwalsh@example.com
DEAL-1b20413c-2b59-4e14-9166-e23c054db927,Gregory-Graham - Existing Business Opportunity,Contract Sent,Sales Pipeline,218561.25,2025-09-30,2024-02-23,michael.scott@example.com,Existing Business,,fowler.com,olsenantonio@example.com
DEAL-5d9ee2a1-af81-4f90-94c5-791b5aaf11a8,Thomas-Parker - New Business Opportunity,Closed Lost,Sales Pipeline,81217.15,2024-12-07,2023-11-25,pam.beesly@example.com,New Business,Competitor,hernandez.com,coffeynicholas@example.org
DEAL-8c17f1cb-e59a-40ad-a723-8aa5b14c70de,"Gonzalez, Carson and Johnson - Existing Business Opportunity",Decision Maker Bought-In,Renewals Pipeline,43440.19,2025-09-14,2023-03-06,jim.halpert@example.com,New Business,,cardenas-hicks.com,ryannicole@example.com
DEAL-d53f5ffb-24ae-42af-b2ab-715bba98dac3,"Ramirez, Greene and Owens - Existing Business Opportunity",Appointment Scheduled,Sales Pipeline,166596.51,2025-05-18,2023-03-01,angela.martin@example.com,New Business,,elliott-gray.com,jennifermurphy@example.net
DEAL-bb3489a5-6a12-4151-aa80-b6a0475033c3,Hart Inc - Existing Business Opportunity,Closed Won,Renewals Pipeline,179592.99,2024-11-10,2023-12-15,dwight.schrute@example.com,Existing Business,,burke.info,gary29@example.net
DEAL-8c7fe2be-87fd-4017-bf85-1e510e691ead,Castro LLC - Existing Business Opportunity,Closed Won,Renewals Pipeline,33863.99,2025-01-09,2024-06-15,michael.scott@example.com,Existing Business,,archer.com,howard76@example.com
DEAL-ec59ad91-558b-4673-b4a7-9c4a8e0bb292,"Garcia, Patterson and Austin - Existing Business Opportunity",Qualified to Buy,Renewals Pipeline,113101.66,2025-06-11,2024-01-19,pam.beesly@example.com,Existing Business,,roach.info,kellyryan@example.org
DEAL-d29c580c-ac64-40da-9cc4-7c598e863bf8,Valentine Group - New Business Opportunity,Closed Lost,Renewals Pipeline,127364.05,2025-01-28,2024-11-07,jim.halpert@example.com,Existing Business,Competitor,davis.net,davidlewis@example.com
DEAL-7f86c331-4e84-4733-9f6b-0a75576a768f,Hurst Ltd - New Business Opportunity,Closed Won,Renewals Pipeline,58804.98,2024-10-12,2024-06-10,angela.martin@example.com,New Business,,harris.com,anthonyedwards@example.net
DEAL-015b884d-8b30-4c5e-b919-16380e321c54,"Gonzalez, Carson and Johnson - Existing Business Opportunity",Appointment Scheduled,Sales Pipeline,37128.99,2025-06-07,2024-08-13,dwight.schrute@example.com,New Business,,cardenas-hicks.com,ryannicole@example.com
DEAL-3ed1e7f4-e4e0-4773-b4e1-f9495e32d552,Ross LLC - Existing Business Opportunity,Presentation Scheduled,Renewals Pipeline,89238.59,2025-07-19,2025-01-03,michael.scott@example.com,New Business,,carr.com,katherine56@example.org
DEAL-92df7fda-8e30-43ed-a72e-1bf8a3e0610f,Preston-Shea - New Business Opportunity,Qualified to Buy,Renewals Pipeline,110684.25,2025-07-30,2023-05-19,pam.beesly@example.com,Existing Business,,mclean-ryan.com,charlesphillips@example.net
DEAL-d9528104-b8e0-4b33-836f-56de6409eef5,"Perez, Olson and Stokes - Existing Business Opportunity",Closed Lost,Renewals Pipeline,159213.82,2025-03-05,2023-10-21,jim.halpert@example.com,New Business,Price,parsons-moore.com,jamesturner@example.org
DEAL-4c8f8e25-45df-4921-934b-2d8ae3100292,"Jones, Johnson and Morgan - New Business Opportunity",Presentation Scheduled,Sales Pipeline,188765.71,2025-10-19,2025-01-14,angela.martin@example.com,New Business,,padilla-reyes.com,lromero@example.com
DEAL-846bfab1-8225-4013-8492-ed662af3033c,Thomas-Parker - Existing Business Opportunity,Presentation Scheduled,Renewals Pipeline,17725.58,2025-06-11,2023-11-12,dwight.schrute@example.com,Existing Business,,hernandez.com,oharrison@example.net
DEAL-c220ca0c-860d-4467-ae25-5cc6a2135ed1,Vasquez LLC - New Business Opportunity,Appointment Scheduled,Sales Pipeline,92556.52,2025-07-28,2024-11-29,michael.scott@example.com,Existing Business,,thompson-reed.org,qbutler@example.com
DEAL-67bff3b2-8f55-4d82-ae3d-80a6b0fc44c3,"Glover, Howard and Rodriguez - Existing Business Opportunity",Closed Lost,Renewals Pipeline,246845.21,2023-04-11,2023-03-28,pam.beesly@example.com,New Business,,berry-page.biz,sandersalexis@example.net
DEAL-f007975b-7cad-4530-ae78-c4bb38185a23,Jackson PLC - Existing Business Opportunity,Presentation Scheduled,Renewals Pipeline,125638.21,2025-08-22,2023-02-05,jim.halpert@example.com,New Business,,delgado-acevedo.com,sclark@example.org
DEAL-673c5592-9b68-4dc6-9417-1f1d52874b81,Wise-Rivera - Existing Business Opportunity,Qualified to Buy,Renewals Pipeline,87898.69,2025-08-25,2025-01-01,angela.martin@example.com,New Business,,morris-martinez.com,joanparker@example.net
DEAL-6bdb0fcc-19f8-4fe5-acac-78d32056912f,Grant and Sons - New Business Opportunity,Decision Maker Bought-In,Renewals Pipeline,33731.82,2025-06-19,2025-04-11,dwight.schrute@example.com,Existing Business,,smith-martin.com,joycevelez@example.org
DEAL-7fae044d-8ff9-4a4d-8375-2f16d246d442,"Le, Greene and Johnson - Existing Business Opportunity",Closed Lost,Renewals Pipeline,97266.28,2025-04-12,2025-04-07,michael.scott@example.com,Existing Business,Lost Interest,osborn.com,kylegonzalez@example.net
DEAL-04774843-a155-4864-97eb-eb897d1fb5a7,Chaney and Sons - Existing Business Opportunity,Closed Won,Sales Pipeline,219807.93,2024-02-18,2023-07-08,pam.beesly@example.com,Existing Business,,patterson.net,allisonstewart@example.net
DEAL-077bf073-da49-41b7-a644-ac23202cadb2,Chase-Snyder - New Business Opportunity,Closed Lost,Renewals Pipeline,103113.68,2025-04-01,2024-09-19,jim.halpert@example.com,Existing Business,Timing,hubbard.com,johnsonerica@example.com
DEAL-d55a2797-586e-463c-b85c-7e693a211ccb,Dennis-Reyes - New Business Opportunity,Appointment Scheduled,Renewals Pipeline,91348.58,2025-05-24,2025-04-24,angela.martin@example.com,New Business,,reese.com,mclaughlintyler@example.com
DEAL-2f3b65c5-ff22-4adc-8cb8-4de0c0b12a6d,Preston-Vasquez - New Business Opportunity,Closed Won,Renewals Pipeline,241068.86,2024-08-27,2023-12-11,dwight.schrute@example.com,New Business,,campbell.com,alejandro45@example.net
DEAL-02e7b314-3601-406f-bf99-79f182d03719,"Jordan, Richardson and Schroeder - New Business Opportunity",Qualified to Buy,Renewals Pipeline,101155.03,2025-09-02,2024-06-29,michael.scott@example.com,Existing Business,,lucas-welch.com,amanda88@example.net
DEAL-1b5b32e2-fdc4-4673-b1af-5c0153d1ca11,Roberson PLC - Existing Business Opportunity,Qualified to Buy,Sales Pipeline,111788.01,2025-09-11,2024-09-26,pam.beesly@example.com,Existing Business,,simmons-cook.com,padillanicole@example.com
DEAL-50a5e43e-45e9-4854-bc02-ad94e0767d80,Richardson Inc - New Business Opportunity,Closed Won,Sales Pipeline,110954.69,2024-12-10,2024-10-16,jim.halpert@example.com,New Business,,griffin-thomas.com,jasmine22@example.com
DEAL-b800b53b-6235-4f05-bec6-87874284f16e,"Taylor, Gray and Henderson - New Business Opportunity",Qualified to Buy,Renewals Pipeline,4469.12,2025-09-23,2025-04-27,angela.martin@example.com,New Business,,freeman.net,catherine82@example.org
DEAL-b0373006-7b53-43ff-83ba-5312f84d25a5,"White, Lowe and Hall - New Business Opportunity",Contract Sent,Sales Pipeline,42609.81,2025-10-16,2024-08-10,dwight.schrute@example.com,New Business,,robinson.com,dunnjoy@example.net
DEAL-0c9efe3e-5fe8-44e5-9871-aaa034e903d9,"Bradley, Wang and Clark - New Business Opportunity",Presentation Scheduled,Sales Pipeline,155636.13,2025-09-02,2024-05-11,michael.scott@example.com,Existing Business,,flores.info,xwilliams@example.com
DEAL-a12e035e-5f85-4174-8ae2-3bbe3426e9fb,Wise-Rivera - Existing Business Opportunity,Decision Maker Bought-In,Sales Pipeline,8367.59,2025-08-04,2025-01-29,pam.beesly@example.com,Existing Business,,morris-martinez.com,joanparker@example.net
DEAL-430b1f89-ce0d-412c-9ac5-caa9c598b9f1,Smith PLC - New Business Opportunity,Appointment Scheduled,Renewals Pipeline,47240.65,2025-10-18,2024-11-05,jim.halpert@example.com,Existing Business,,jimenez.com,dbrown@example.com
DEAL-19ceb027-d4ba-4d1f-be31-7524eccde2f5,"Gonzalez, Carson and Johnson - New Business Opportunity",Contract Sent,Sales Pipeline,202380.6,2025-10-26,2025-04-18,angela.martin@example.com,Existing Business,,cardenas-hicks.com,hlong@example.com
DEAL-53d7171a-36b5-4bcc-af9b-e18e0c30043c,"Murphy, Steele and Velazquez - Existing Business Opportunity",Appointment Scheduled,Sales Pipeline,168132.81,2025-06-08,2023-09-03,dwight.schrute@example.com,Existing Business,,suarez.info,rmorton@example.com
DEAL-0155cc12-7d54-49bb-aba5-b0b61e1e0471,Brown Ltd - New Business Opportunity,Qualified to Buy,Renewals Pipeline,61053.65,2025-05-30,2023-07-17,michael.scott@example.com,New Business,,mcpherson.com,simsjason@example.com
DEAL-0f569d11-8f68-44ce-85be-274c33758869,Dean-Mcneil - Existing Business Opportunity,Contract Sent,Sales Pipeline,126374.74,2025-05-11,2023-02-15,pam.beesly@example.com,New Business,,lee-gray.com,carrie98@example.org
DEAL-cf301c07-7143-4fcc-acdd-7b0104819630,"Jordan, Richardson and Schroeder - Existing Business Opportunity",Closed Lost,Renewals Pipeline,104616.52,2024-10-11,2023-02-05,jim.halpert@example.com,New Business,,lucas-welch.com,meltonmatthew@example.net
DEAL-c8ae47d1-a70e-441d-80c5-f77d9b67a07f,Castillo-Campbell - New Business Opportunity,Contract Sent,Sales Pipeline,46807.01,2025-10-02,2024-01-18,angela.martin@example.com,Existing Business,,lewis.com,brandy14@example.org
DEAL-d309535b-ca4f-4390-bacb-a00113480403,Wise-Rivera - New Business Opportunity,Presentation Scheduled,Sales Pipeline,153310.24,2025-07-25,2023-12-13,dwight.schrute@example.com,New Business,,morris-martinez.com,vjones@example.com
DEAL-35b8aab6-fa4c-4dee-99e8-a32fe67c826c,"Trujillo, Alvarez and Scott - New Business Opportunity",Contract Sent,Sales Pipeline,65246.5,2025-06-16,2023-02-03,michael.scott@example.com,New Business,,moore.net,laura16@example.com
DEAL-53c12695-253a-461f-ae53-5cb3f38c7146,Williams-Cameron - Existing Business Opportunity,Decision Maker Bought-In,Sales Pipeline,79457.47,2025-07-01,2024-10-23,pam.beesly@example.com,New Business,,jenkins-mccoy.com,doughertykelly@example.net
DEAL-25163938-7e5f-42de-a4df-05bfd72fe747,Hart Inc - Existing Business Opportunity,Closed Lost,Sales Pipeline,247614.24,2024-05-12,2023-09-20,jim.halpert@example.com,New Business,Competitor,burke.info,fwright@example.org
DEAL-e27b6fd6-4bd0-483e-8ffd-6bd22b4539ab,"Mcguire, Pratt and Williams - Existing Business Opportunity",Contract Sent,Renewals Pipeline,130330.66,2025-10-01,2024-11-08,angela.martin@example.com,Existing Business,,avila.com,hallheather@example.com
DEAL-84104ae5-4de4-4345-89c6-5d450cc3783d,Richardson-Bullock - Existing Business Opportunity,Presentation Scheduled,Sales Pipeline,161910.39,2025-08-13,2025-04-05,dwight.schrute@example.com,Existing Business,,gaines.com,moorerichard@example.net
DEAL-aad15554-7094-466e-bacc-a159ce1141b0,Le Ltd - Existing Business Opportunity,Presentation Scheduled,Sales Pipeline,30585.05,2025-09-11,2024-10-15,michael.scott@example.com,Existing Business,,hernandez.info,william22@example.net
DEAL-69abf0e2-7ee0-4a54-8cd9-2a619d1b550b,Zamora LLC - New Business Opportunity,Closed Won,Sales Pipeline,53025.21,2025-04-18,2025-02-16,pam.beesly@example.com,New Business,,glass-arnold.com,annpatterson@example.org
DEAL-1d7ac8db-fdbe-417d-b8f6-fa82a990ade6,Edwards Group - New Business Opportunity,Presentation Scheduled,Sales Pipeline,121582.55,2025-06-01,2023-08-06,jim.halpert@example.com,Existing Business,,yang-haney.com,kayla74@example.com
DEAL-15f639af-5c98-45e2-bdf7-0e0c43966558,"Fowler, Carter and Silva - New Business Opportunity",Presentation Scheduled,Sales Pipeline,59655.86,2025-05-11,2023-07-19,angela.martin@example.com,Existing Business,,tucker-rich.com,grahamryan@example.org
DEAL-cb25df74-6b37-4f13-90d1-b3f2db203e46,Moreno-Jones - New Business Opportunity,Presentation Scheduled,Renewals Pipeline,179894.24,2025-09-20,2024-02-21,dwight.schrute@example.com,New Business,,rasmussen.com,jenniferflores@example.org
DEAL-be1f0989-c0c5-42a5-b645-0ce894d3b677,Thomas-Parker - Existing Business Opportunity,Closed Lost,Sales Pipeline,41723.29,2025-02-04,2025-01-03,michael.scott@example.com,New Business,Lost Interest,hernandez.com,weissanthony@example.com
DEAL-21e1a624-bef3-4294-b727-4a7afbe1394d,"Wright, Campbell and Evans - New Business Opportunity",Closed Lost,Sales Pipeline,28577.82,2025-04-29,2025-03-14,pam.beesly@example.com,Existing Business,Price,davis.com,rebeccaking@example.org
DEAL-58a195c7-a615-4ace-aa2c-04e4cd46a3c6,"Williams, Miller and Greene - Existing Business Opportunity",Decision Maker Bought-In,Sales Pipeline,34129.88,2025-09-14,2024-08-03,jim.halpert@example.com,Existing Business,,evans-brown.info,bonnienguyen@example.net
DEAL-da4fc3a8-f960-41dd-a566-342aeba3b9f4,Walker-Nguyen - New Business Opportunity,Closed Won,Sales Pipeline,91591.97,2023-12-12,2023-08-23,angela.martin@example.com,New Business,,bradley-bowman.net,juliebeltran@example.com
DEAL-5e709bb9-e7ba-47da-8184-8dd4624781b7,Glass and Sons - Existing Business Opportunity,Appointment Scheduled,Sales Pipeline,66064.83,2025-09-10,2023-10-01,dwight.schrute@example.com,Existing Business,,howard-nichols.com,jhernandez@example.com
DEAL-f736d0ec-4c44-43c8-855f-fe48f529884b,Castillo-Campbell - New Business Opportunity,Closed Won,Sales Pipeline,69794.3,2025-01-04,2023-01-17,michael.scott@example.com,Existing Business,,lewis.com,michaelbarton@example.org
DEAL-899dff12-8dd4-46b8-b32d-6a1ed4d11c3b,Phillips-Chandler - Existing Business Opportunity,Contract Sent,Renewals Pipeline,21247.05,2025-05-11,2024-06-20,pam.beesly@example.com,Existing Business,,snow.info,alleneric@example.org
DEAL-6f9f6cbe-97be-43be-a36a-fccfad5464f7,Snyder Inc - New Business Opportunity,Closed Lost,Renewals Pipeline,94063.19,2025-05-01,2025-04-26,jim.halpert@example.com,Existing Business,Timing,murphy.info,scottsmith@example.com
DEAL-fa555d32-a08c-479e-8ab8-f8e43db40bd3,"Williams, Miller and Greene - New Business Opportunity",Contract Sent,Sales Pipeline,205327.64,2025-10-29,2023-10-24,angela.martin@example.com,Existing Business,,evans-brown.info,bonnienguyen@example.net
DEAL-e8517776-ae05-4c6c-a3db-fb04ba072071,Dean-Mcneil - New Business Opportunity,Appointment Scheduled,Renewals Pipeline,216713.01,2025-10-20,2024-03-27,dwight.schrute@example.com,New Business,,lee-gray.com,wendy89@example.com
DEAL-7598dc46-b6ee-4445-ae69-b606f7df927f,Terrell-Bernard - Existing Business Opportunity,Closed Lost,Sales Pipeline,162076.75,2024-12-29,2024-04-23,michael.scott@example.com,Existing Business,Timing,zuniga.biz,james22@example.org
DEAL-60771921-458f-4d28-9343-6bdcb6a2eac8,Le Ltd - Existing Business Opportunity,Appointment Scheduled,Sales Pipeline,219146.79,2025-10-15,2024-05-08,pam.beesly@example.com,New Business,,hernandez.info,bairdrebecca@example.net
DEAL-ede3b9f2-de8a-4962-b16b-e3ee235f6cb7,Smith PLC - Existing Business Opportunity,Qualified to Buy,Renewals Pipeline,8785.26,2025-06-22,2024-08-24,jim.halpert@example.com,Existing Business,,jimenez.com,dbrown@example.com
DEAL-a3270636-1ad7-4a76-b201-29d4b16f8f3e,King-Payne - Existing Business Opportunity,Contract Sent,Sales Pipeline,24514.39,2025-09-10,2024-07-27,angela.martin@example.com,Existing Business,,luna.com,rebecca11@example.com
DEAL-e0581d26-a9b2-40f6-8310-cd4b6b5efcf4,Ray-Martin - New Business Opportunity,Qualified to Buy,Sales Pipeline,162501.27,2025-05-22,2025-02-23,dwight.schrute@example.com,New Business,,clarke.org,robertmontgomery@example.net
DEAL-ad0e6f17-5459-4f13-a181-3108a2aa0445,Vasquez-Robinson - New Business Opportunity,Presentation Scheduled,Renewals Pipeline,154789.62,2025-10-14,2023-03-09,michael.scott@example.com,New Business,,brady-harris.info,derekanderson@example.org
DEAL-6b669804-305c-45ff-b48b-f46484046eda,Richardson-Bullock - Existing Business Opportunity,Qualified to Buy,Renewals Pipeline,42342.28,2025-05-24,2023-10-26,pam.beesly@example.com,Existing Business,,gaines.com,moorerichard@example.net
DEAL-50c2b04e-d849-494d-a137-e80adfa66a8f,Murphy PLC - New Business Opportunity,Presentation Scheduled,Sales Pipeline,90579.14,2025-07-12,2024-02-08,jim.halpert@example.com,New Business,,chen-ramirez.com,isabella28@example.org
DEAL-ff7ef25f-dea0-40f5-bb71-ad0a356a6f6b,"Simmons, Williams and Ortiz - Existing Business Opportunity",Presentation Scheduled,Sales Pipeline,14945.29,2025-05-25,2024-05-24,angela.martin@example.com,Existing Business,,golden.info,toddandersen@example.net
DEAL-659f4615-a6be-4a44-867e-5aad10540c12,Morales-Cooke - New Business Opportunity,Presentation Scheduled,Sales Pipeline,21901.33,2025-10-01,2023-06-20,dwight.schrute@example.com,New Business,,lowe-russell.com,andrew33@example.com
DEAL-b72a1a82-5636-4848-a52c-e6a0afb79c03,Long Group - New Business Opportunity,Closed Won,Renewals Pipeline,140335.94,2024-08-31,2023-10-26,michael.scott@example.com,New Business,,frost.info,joshuadavidson@example.com
DEAL-bc7cc638-dafb-4e15-a7f2-85bc364c5886,Zimmerman-Webb - New Business Opportunity,Contract Sent,Renewals Pipeline,180055.12,2025-10-04,2024-04-12,pam.beesly@example.com,New Business,,thomas.com,dmiller@example.com
DEAL-49854f78-e3b6-4b7e-93b4-d4b2ef3b6c6d,Brooks-Martinez - Existing Business Opportunity,Presentation Scheduled,Renewals Pipeline,119558.47,2025-07-31,2023-02-06,jim.halpert@example.com,Existing Business,,johnson-clark.com,jacobsmichael@example.net
DEAL-31543ebe-2ec0-4e27-99e0-e8d254fe041e,Garcia-Carlson - Existing Business Opportunity,Contract Sent,Renewals Pipeline,149459.93,2025-05-10,2023-02-03,angela.martin@example.com,New Business,,hester.com,chasegordon@example.com
DEAL-30917822-7c84-4649-8058-4db114497934,Zimmerman-Webb - Existing Business Opportunity,Qualified to Buy,Renewals Pipeline,121007.25,2025-05-13,2024-01-20,dwight.schrute@example.com,Existing Business,,thomas.com,ann80@example.org
DEAL-00cea839-ad06-461d-80d5-ea15dd339e13,Hurst Ltd - New Business Opportunity,Presentation Scheduled,Renewals Pipeline,165226.73,2025-05-26,2023-06-10,michael.scott@example.com,Existing Business,,harris.com,marquezzachary@example.com
DEAL-808dd14e-e5dd-49df-9841-136cc34441c6,Herrera-Ibarra - Existing Business Opportunity,Decision Maker Bought-In,Sales Pipeline,74321.14,2025-09-12,2023-11-22,pam.beesly@example.com,Existing Business,,montgomery.net,lisachapman@example.org
DEAL-a5437203-86b5-436f-8aeb-cc5169a62e82,English Inc - Existing Business Opportunity,Decision Maker Bought-In,Renewals Pipeline,140136.56,2025-06-25,2025-02-07,jim.halpert@example.com,New Business,,gibson.com,tiffanyevans@example.com
DEAL-2c429ae5-898a-42bc-8127-a1b682995d60,Gonzalez-Dalton - New Business Opportunity,Appointment Scheduled,Sales Pipeline,214076.99,2025-08-06,2024-11-03,angela.martin@example.com,New Business,,george.com,johnsonrobert@example.com
DEAL-21cc9843-e3d1-401b-942e-04550c90a839,"Simmons, Williams and Ortiz - New Business Opportunity",Closed Won,Renewals Pipeline,138116.67,2023-08-25,2023-08-03,dwight.schrute@example.com,New Business,,golden.info,kelly98@example.org
DEAL-3a5be50e-6ce1-4fc1-8aee-798d9ee9b581,"Simmons, Williams and Ortiz - New Business Opportunity",Contract Sent,Sales Pipeline,24487.54,2025-08-13,2023-10-08,michael.scott@example.com,Existing Business,,golden.info,nbaker@example.com
DEAL-06a1c2bc-7245-4063-ac4d-beda37c76dfc,Garcia-Garcia - New Business Opportunity,Closed Won,Sales Pipeline,224361.35,2024-11-30,2023-03-21,pam.beesly@example.com,Existing Business,,alvarez.org,jose26@example.com
DEAL-36a18cef-67cd-4557-9903-4623b5893ee5,Mills Inc - Existing Business Opportunity,Closed Lost,Sales Pipeline,96950.61,2025-02-04,2025-01-11,jim.halpert@example.com,Existing Business,Competitor,perkins-davis.net,mercereric@example.com
DEAL-6ab24c42-f76e-4c16-96be-22dde90108c8,Williams-Alvarado - Existing Business Opportunity,Qualified to Buy,Sales Pipeline,96756.47,2025-06-05,2025-03-01,angela.martin@example.com,Existing Business,,williams.info,michaelking@example.com
DEAL-0191b34e-c6fd-422a-ac16-783ac4c0af5c,"Scott, Murray and Thomas - Existing Business Opportunity",Decision Maker Bought-In,Renewals Pipeline,63231.83,2025-07-05,2023-08-28,dwight.schrute@example.com,Existing Business,,santiago-aguilar.com,robertmyers@example.net
DEAL-a4033181-051c-487c-b9cc-3e1073fd40f4,Valentine Group - Existing Business Opportunity,Presentation Scheduled,Sales Pipeline,1363.12,2025-08-31,2023-06-14,michael.scott@example.com,New Business,,davis.net,mallorybradley@example.com
DEAL-961c3469-24a5-4f47-8ab7-eed3fc2399de,Gordon-Downs - New Business Opportunity,Decision Maker Bought-In,Renewals Pipeline,136888.19,2025-07-27,2023-12-09,pam.beesly@example.com,Existing Business,,mann-solis.net,vegaaaron@example.net
DEAL-dfa665e8-4d1e-481c-ab9b-bf4b52e47b9d,Castro LLC - Existing Business Opportunity,Decision Maker Bought-In,Renewals Pipeline,189973.0,2025-06-18,2025-04-06,jim.halpert@example.com,New Business,,archer.com,deniseking@example.com
DEAL-230efbc2-fa2f-4b7f-9ada-d5e09a2979c8,Smith and Sons - New Business Opportunity,Appointment Scheduled,Renewals Pipeline,97786.57,2025-07-20,2023-11-30,angela.martin@example.com,Existing Business,,barnes.com,kimberly08@example.com
DEAL-26a1c481-3fea-464d-b2ff-727948db6877,Preston-Vasquez - Existing Business Opportunity,Decision Maker Bought-In,Sales Pipeline,95857.73,2025-08-13,2024-05-20,dwight.schrute@example.com,New Business,,campbell.com,taratorres@example.org
DEAL-babdc259-0a16-4da5-9a08-449cb74f1703,"Klein, Ford and Oliver - Existing Business Opportunity",Closed Won,Renewals Pipeline,3075.27,2024-12-31,2024-11-03,michael.scott@example.com,Existing Business,,miller-benitez.com,kelly69@example.org
DEAL-0ef91ac2-b5ec-4e5c-8368-9152f3243eaa,Morgan Inc - Existing Business Opportunity,Contract Sent,Sales Pipeline,105050.62,2025-08-06,2024-07-25,pam.beesly@example.com,Existing Business,,garrison-medina.com,john79@example.net
DEAL-d36a708b-d06c-409c-9d48-9dea0edb5c5d,"Beard, Watson and Murphy - Existing Business Opportunity",Presentation Scheduled,Sales Pipeline,166313.79,2025-10-01,2025-04-28,jim.halpert@example.com,Existing Business,,koch.com,coxbrianna@example.net
DEAL-2facad54-11cf-42fc-a41c-2ddc093890a0,Marks Ltd - Existing Business Opportunity,Qualified to Buy,Sales Pipeline,191521.39,2025-05-28,2025-02-02,angela.martin@example.com,Existing Business,,kennedy-gordon.info,calebleach@example.com
DEAL-53fcda33-a68b-4673-90bd-fccc5eadae52,Richardson-Bullock - New Business Opportunity,Decision Maker Bought-In,Renewals Pipeline,34582.8,2025-10-28,2023-07-03,dwight.schrute@example.com,Existing Business,,gaines.com,toddlewis@example.net
DEAL-356ea220-80f7-482c-aa80-139bb241da29,Thomas-Parker - New Business Opportunity,Closed Won,Sales Pipeline,71974.29,2025-02-14,2024-11-11,michael.scott@example.com,Existing Business,,hernandez.com,meredithallen@example.net
DEAL-8e6dcabe-9e24-43f7-9c1d-9912a6ef5db0,"Klein, Ford and Oliver - Existing Business Opportunity",Decision Maker Bought-In,Renewals Pipeline,120862.75,2025-08-09,2023-06-26,pam.beesly@example.com,New Business,,miller-benitez.com,danielleperry@example.net
